학구ID,학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000151223,약대초부천중원초공동통학구역,1,41,192,7530000,경기도교육청,7581000,경기도부천교육지원청,2021-12-28,2024-03-29,3913,2026-03-20
Z000106237,세마초통학구역,0,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2019-05-27,2020-11-25,5498,2026-03-20
Z000100617,개원초통학구역,0,26,230,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2019-08-13,3181,2026-03-20
Z000101631,다운초통학구역,0,31,110,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2019-08-13,6701,2026-03-20
Z000106236,청림초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2019-05-27,2019-05-27,4288,2026-03-20
Z000100619,개화초통학구역,0,26,230,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2019-08-13,4073,2026-03-20
Z000150185,성사초신원초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2020-03-09,2020-03-09,4997,2026-03-20
Z000150180,삼송초성사초신원초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2020-03-09,2351,2026-03-20
Z000102681,창우초통학구역,0,41,450,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2020-03-12,6561,2026-03-20
Z000104787,어란진초통학구역,0,46,820,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2016-08-12,2020-03-17,2443,2026-03-20
Z000104873,군외초통학구역,0,46,890,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2016-08-12,2020-03-17,2009,2026-03-20
Z000104850,법성포초통학구역,0,46,870,8490000,전라남도교육청,8681000,전라남도영광교육지원청,2016-08-12,2025-03-04,626,2026-03-20
Z000100051,서울동교초통학구역,0,11,440,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2016-08-12,2016-08-12,2723,2026-03-20
Z000102737,대성초통학구역,0,41,820,7530000,경기도교육청,7721000,경기도가평교육지원청,2016-08-12,2022-03-08,6507,2026-03-20
Z000103140,남애초통학구역,0,51,830,7801000,강원특별자치도교육청,7863000,강원특별자치도속초양양교육지원청,2016-08-12,2021-02-23,6240,2026-03-20
Z000150611,남하초가조초공동통학구역,1,48,880,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2016-08-12,2016-08-12,5524,2026-03-20
Z000104380,무주초통학구역,0,52,730,8321000,전북특별자치도교육청,8412000,전북특별자치도무주교육지원청,2016-08-12,2024-02-23,4990,2026-03-20
Z000104111,전주중인초통학구역,0,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,6264,2026-03-20
Z000101697,문수초통학구역,0,31,710,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2016-08-12,2016-08-12,1746,2026-03-20
Z000103023,추곡초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2017-04-07,1974,2026-03-20
Z000105598,주약초통학구역,0,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2016-08-12,2016-08-12,2256,2026-03-20
Z000105952,묘산초통학구역,0,48,890,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2016-08-12,2016-08-12,5291,2026-03-20
Z000104091,전주여울초통학구역,0,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,1598,2026-03-20
Z000103484,연수초통학구역,0,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2021-12-27,1263,2026-03-20
Z000101064,대구옥포초통학구역,0,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2016-08-12,2016-08-18,3387,2026-03-20
Z000100002,서울답십리초통학구역,0,11,230,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2016-10-05,2686,2026-03-20
Z000100425,서울영희초통학구역,0,11,680,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2016-08-12,5989,2026-03-20
Z000103038,동화초통학구역,0,51,130,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2016-08-12,2016-08-12,2582,2026-03-20
Z000102992,근화초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2016-08-12,6108,2026-03-20
Z000102348,광정초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,4130,2026-03-20
Z000103352,하남초통학구역,0,51,810,7801000,강원특별자치도교육청,7962000,강원특별자치도인제교육지원청,2016-08-12,2016-08-12,1577,2026-03-20
Z000105381,낙산초통학구역,0,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2016-08-12,2016-08-12,1868,2026-03-20
Z000102973,유현초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2022-01-18,3775,2026-03-20
Z000100676,금강초통학구역,0,26,260,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2016-08-12,2022-02-15,3691,2026-03-20
Z000150706,웅담초천현초공동통학구역,1,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2018-08-23,2018-08-23,920,2026-03-20
Z000106191,서울어울초통학구역,0,11,380,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2018-09-05,2018-09-05,5594,2026-03-20
Z000101896,위례한빛초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2018-08-14,6300,2026-03-20
Z000150705,위례한빛초위례고운초공동통학구역,1,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2018-08-11,2018-08-14,5453,2026-03-20
Z000103685,천안서초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2022-04-05,3673,2026-03-20
Z000102902,효자초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2022-04-05,7001,2026-03-20
Z000103672,천안두정초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2022-04-05,645,2026-03-20
Z000100179,서울불암초통학구역,0,11,350,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2016-08-12,2016-08-12,5106,2026-03-20
Z000100221,서울태랑초통학구역,0,11,350,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2016-08-12,2016-08-12,2474,2026-03-20
Z000100702,서명초통학구역,0,26,410,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2016-08-12,2016-08-12,3740,2026-03-20
Z000101877,성남장안초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,121,2026-03-20
Z000103236,창림초통학구역,0,51,730,7801000,강원특별자치도교육청,7892000,강원특별자치도횡성교육지원청,2016-08-12,2016-08-12,5727,2026-03-20
Z000102919,미곡초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2021-08-17,1483,2026-03-20
Z000101473,하남초통학구역,0,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2021-11-30,427,2026-03-20
Z000101845,단남초통학구역,0,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2021-11-30,2462,2026-03-20
Z000101906,하원초통학구역,0,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2021-11-30,7105,2026-03-20
Z000103892,연무초통학구역,0,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2016-08-12,2022-01-18,6278,2026-03-20
Z000102924,보개초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2021-08-10,4646,2026-03-20
Z000102928,삼죽초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2021-08-10,6065,2026-03-20
Z000102905,개정초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2021-08-10,3022,2026-03-20
Z000102925,보체초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2021-08-10,5063,2026-03-20
Z000102930,서운초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2021-08-10,433,2026-03-20
Z000105875,도마초통학구역,0,48,840,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2016-08-12,2016-08-12,1321,2026-03-20
Z000100980,북대구초통학구역,0,27,230,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2016-08-12,2017-11-20,6924,2026-03-20
Z000104092,전주오송초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,1865,2026-03-20
Z000100040,서울가재울초통학구역,0,11,440,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2016-08-23,2016-08-23,4405,2026-03-20
Z000151216,목포영산초목포부주초공동통학구역,1,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2021-12-24,2022-01-18,2434,2026-03-20
Z000150682,매안초좌야초공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2018-03-07,2018-03-07,2716,2026-03-20
Z000103355,거성초통학구역,0,51,820,7801000,강원특별자치도교육청,7972000,강원특별자치도고성교육지원청,2016-08-12,2016-08-12,5427,2026-03-20
Z000103337,기린초진동분교장통학구역,0,51,810,7801000,강원특별자치도교육청,7962000,강원특별자치도인제교육지원청,2016-08-12,2016-08-12,3382,2026-03-20
Z000102247,성저초통학구역,0,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,105,2026-03-20
Z000101821,칠보초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,1619,2026-03-20
Z000104021,이원초관동분교장통학구역,0,44,825,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2016-08-12,2016-08-12,2324,2026-03-20
Z000102941,가현초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2017-10-12,2453,2026-03-20
Z000102132,대부초통학구역,0,41,273,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,1204,2026-03-20
Z000102373,용호초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,3825,2026-03-20
Z000102856,수지초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,5995,2026-03-20
Z000102794,이천단월초통학구역,0,41,500,7530000,경기도교육청,7741000,경기도이천교육지원청,2016-08-12,2021-06-08,6630,2026-03-20
Z000102865,역북초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,2611,2026-03-20
Z000106180,어울초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2018-03-26,2021-08-10,345,2026-03-20
Z000105099,서후초통학구역,0,47,170,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2016-08-12,2022-01-18,6083,2026-03-20
Z000150823,포항양덕초죽천초곡강초신광초송라초월포초흥해서부초청하초공동(일방)통학구역,1,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2020-01-30,2022-01-18,5569,2026-03-20
Z000150824,포항송곡초죽천초곡강초신광초송라초월포초흥해서부초청하초공동(일방)통학구역,1,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2020-01-30,2022-01-18,5565,2026-03-20
Z000150321,상현초솔개초공동통학구역,1,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,6308,2026-03-20
Z000100469,서울신성초통학구역,0,11,620,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2021-11-30,4728,2026-03-20
Z000105329,일월초통학구역,0,47,760,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2016-08-12,2021-12-07,4665,2026-03-20
Z000150621,부강초연동초공동통학구역,1,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2016-08-12,4741,2026-03-20
Z000103408,사천초통학구역,0,43,114,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2016-08-12,415,2026-03-20
Z000104469,목포대연초통학구역,0,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2016-08-12,2022-01-18,3305,2026-03-20
Z000103641,대홍초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2016-08-12,5300,2026-03-20
Z000102315,이충초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,765,2026-03-20
Z000100035,서울홍릉초통학구역,0,11,230,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2020-12-10,877,2026-03-20
Z000150053,백산초신덕초공동통학구역,1,26,320,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,6728,2026-03-20
Z000150054,신천초포천초공동통학구역,1,26,320,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,6094,2026-03-20
Z000150683,좌야초신대초공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2018-03-07,2018-03-07,911,2026-03-20
Z000101696,무거초통학구역,0,31,710,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2016-08-12,2018-07-12,1333,2026-03-20
Z000102850,성서초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,5207,2026-03-20
Z000102852,소현초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,665,2026-03-20
Z000150325,서원초이현초공동통학구역,1,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,6309,2026-03-20
Z000102854,솔개초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,5107,2026-03-20
Z000150329,소현초이현초공동통학구역,1,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,4850,2026-03-20
Z000102827,동천초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-08-03,3072,2026-03-20
Z000104842,해보초통학구역,0,46,860,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2016-08-12,2016-08-12,1228,2026-03-20
Z000100839,장안초통학구역,0,26,710,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2016-08-12,5278,2026-03-20
Z000104926,압해초통학구역,0,46,910,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2016-08-12,2018-10-18,5853,2026-03-20
Z000100709,연동초통학구역,0,26,470,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2016-08-12,2016-08-12,5483,2026-03-20
Z000103875,논산반월초통학구역,0,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2016-08-12,2023-09-19,1564,2026-03-20
Z000151250,덕은초덕은한강초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2022-08-18,2022-08-23,3865,2026-03-20
Z000104832,기산초통학구역,0,46,860,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2016-08-12,2022-01-18,4125,2026-03-20
Z000103785,선장초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2022-03-08,4516,2026-03-20
Z000100846,죽성초통학구역,0,26,710,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2016-08-12,1332,2026-03-20
Z000101803,우만초통학구역,0,41,115,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2018-04-23,1037,2026-03-20
Z000104180,해성초통학구역,0,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2016-08-12,2024-02-23,6576,2026-03-20
Z000106182,새만금초통학구역,0,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2018-03-28,2024-02-23,6547,2026-03-20
Z000106194,서울새솔초통학구역,0,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2018-10-02,2022-03-22,689,2026-03-20
Z000100260,서울강덕초통학구역,0,11,740,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2022-02-15,647,2026-03-20
Z000100924,대구효목초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2016-08-12,742,2026-03-20
Z000104103,전주인봉초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,3536,2026-03-20
Z000100791,화잠초통학구역,0,26,320,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,1670,2026-03-20
Z000100770,송정초통학구역,0,26,440,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2018-02-01,2057,2026-03-20
Z000100470,서울신우초통학구역,0,11,620,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2016-08-12,2950,2026-03-20
Z000104776,계곡초통학구역,0,46,820,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2016-08-12,2016-08-12,5100,2026-03-20
Z000104770,병영초통학구역,0,46,810,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2016-08-12,2016-08-12,3563,2026-03-20
Z000105904,금서초통학구역,0,48,860,9010000,경상남도교육청,9191000,경상남도산청교육지원청,2016-08-12,2016-08-12,4379,2026-03-20
Z000104175,옥봉초통학구역,0,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2016-08-12,2024-02-23,4142,2026-03-20
Z000100917,대구청림초통학구역,0,27,260,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2016-08-12,1683,2026-03-20
Z000150330,신리초신일초용인신봉초공동통학구역,1,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2023-09-19,6899,2026-03-20
Z000102901,홍천초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2023-09-19,2594,2026-03-20
Z000101394,광주상무초통학구역,0,29,140,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2023-09-19,6208,2026-03-20
Z000101456,임곡초통학구역,0,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2023-09-19,3044,2026-03-20
Z000103203,석화초통학구역,0,51,720,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2016-08-12,2022-03-22,2259,2026-03-20
Z000101735,월평초통학구역,0,31,140,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2016-08-12,2016-08-12,3512,2026-03-20
Z000150491,마산초용전분교장해남동초해남서초공동통학구역,1,46,820,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2016-08-12,2016-08-12,4778,2026-03-20
Z000104802,미암초통학구역,0,46,830,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2016-08-12,2016-08-12,3891,2026-03-20
Z000150497,독천초장천초학산초공동통학구역,1,46,830,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2016-08-12,2017-02-14,5661,2026-03-20
Z000150662,삼양초동화초공동통학구역,1,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2017-12-09,2017-12-09,3885,2026-03-20
Z000150661,삼봉초빛가온초공동통학구역,1,41,171,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2017-12-12,2017-12-12,4761,2026-03-20
Z000100988,대구남부초통학구역,0,27,290,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2016-08-12,3294,2026-03-20
Z000100778,오션초통학구역,0,26,440,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,476,2026-03-20
Z000100785,천가초통학구역,0,26,440,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,5586,2026-03-20
Z000100679,금샘초통학구역,0,26,410,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2016-08-12,2016-08-12,2813,2026-03-20
Z000100921,대구해안초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2017-01-02,5226,2026-03-20
Z000104717,문덕초통학구역,0,46,780,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2016-08-12,2016-08-12,3274,2026-03-20
Z000104375,진안중앙초통학구역,0,52,720,8321000,전북특별자치도교육청,8402000,전북특별자치도진안교육지원청,2016-08-12,2024-02-23,3584,2026-03-20
Z000103535,종곡초통학구역,0,43,720,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2016-08-12,2022-04-12,4627,2026-03-20
Z000104060,전주남초통학구역,0,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,5104,2026-03-20
Z000100641,성북초통학구역,0,26,230,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2022-08-16,140,2026-03-20
Z000103491,충주남산초통학구역,0,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2022-02-15,3086,2026-03-20
Z000103496,충주용산초통학구역,0,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2022-02-15,4029,2026-03-20
Z000103438,운천초통학구역,0,43,113,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2022-03-29,6632,2026-03-20
Z000104058,전주금평초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,6301,2026-03-20
Z000100926,동대구초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2018-02-22,5184,2026-03-20
Z000100550,서울장월초통학구역,0,11,290,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2016-08-12,2020-12-09,6190,2026-03-20
Z000105159,지산초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2018-05-02,1158,2026-03-20
Z000100789,학진초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,2293,2026-03-20
Z000151135,곤지암초만선초공동통학구역,1,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2021-07-26,2021-08-03,6066,2026-03-20
Z000101440,신암초통학구역,0,29,140,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2021-09-01,2109,2026-03-20
Z000150152,도래울초원흥초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2021-12-14,5003,2026-03-20
Z000151002,논산동성초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2023-09-19,72,2026-03-20
Z000101853,백현초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2023-09-19,1596,2026-03-20
Z000101878,성남정자초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2023-09-19,3080,2026-03-20
Z000106206,백성초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2018-03-26,2023-11-07,595,2026-03-20
Z000151272,내혜홀초백성초공동통학구역,1,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2022-12-12,2023-11-07,2396,2026-03-20
Z000102934,용머리초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2023-11-07,6890,2026-03-20
Z000102907,공도초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2023-11-07,4410,2026-03-20
Z000104008,방포초통학구역,0,44,825,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2016-08-12,2016-08-12,4970,2026-03-20
Z000150594,성산초신주초공동통학구역,1,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2016-08-12,2016-08-12,7006,2026-03-20
Z000104783,서정초통학구역,0,46,820,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2016-08-12,2016-08-12,1202,2026-03-20
Z000105200,자천초보현분교장통학구역,0,47,230,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2016-08-12,2016-08-12,6318,2026-03-20
Z000102896,포곡초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2022-08-02,3276,2026-03-20
Z000102829,둔전제일초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2022-08-02,4785,2026-03-20
Z000151207,대소초만승초공동통학구역,1,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2021-12-21,2022-01-18,5743,2026-03-20
Z000150421,대소초만승초청룡초공동통학구역,1,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2016-08-12,2022-01-18,4874,2026-03-20
Z000150404,만승초청룡초공동통학구역,1,43,770,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2016-08-12,2022-01-18,3969,2026-03-20
Z000101587,대전상원초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2022-01-18,2866,2026-03-20
Z000105408,유천초통학구역,0,47,900,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2016-08-12,2016-08-12,5420,2026-03-20
Z000102402,남양주양정초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2022-01-18,2144,2026-03-20
Z000105325,수비초통학구역,0,47,760,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2016-08-12,2022-01-18,6700,2026-03-20
Z000151195,일월초일월초청기분교장수비초소천초공동통학구역,1,47,760,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2021-12-15,2022-01-18,1327,2026-03-20
Z000150998,진도초제한적공동(일방)통학구역,1,46,900,8490000,전라남도교육청,8711000,전라남도진도교육지원청,2020-11-19,2022-01-18,2938,2026-03-20
Z000105041,옥산초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,1997,2026-03-20
Z000105338,창수초인천분교장통학구역,0,47,770,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2016-08-12,2016-08-12,1752,2026-03-20
Z000104299,인월초통학구역,0,52,190,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2016-08-12,2024-02-23,3218,2026-03-20
Z000104294,아영초통학구역,0,52,190,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2016-08-12,2024-02-23,3221,2026-03-20
Z000102306,송신초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-12-09,1785,2026-03-20
Z000100026,서울전곡초통학구역,0,11,230,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2020-12-09,3556,2026-03-20
Z000100950,대구복현초통학구역,0,27,230,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2016-08-12,2016-08-12,735,2026-03-20
Z000100964,대구운암초통학구역,0,27,230,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2016-08-12,2016-08-12,3297,2026-03-20
Z000150359,천전초추곡초두촌초공동통학구역,1,51,110,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2016-08-12,2017-04-07,1264,2026-03-20
Z000150637,야탑초돌마초공동통학구역,1,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2017-02-14,2017-02-14,4552,2026-03-20
